msno,is_churn,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,city,bd,gender,registered_via,trans_month,trans_year,expire_month,expire_year,registration_month,registration_year,membership_duration,autorenew_._not_cancel,registration_duration,reg_mem_duration
40321,0,38,30,149,149,0,3,22,0,3,9,2016,10,2016,2,2013,30,0,1324,1294
187978,0,34,30,149,149,1,4,28,0,9,1,2017,2,2017,8,2006,28,1,3839,3811
232863,0,31,30,149,149,1,18,54,1,9,2,2017,3,2017,10,2005,31,1,4195,4164
287177,0,40,30,149,149,1,5,64,1,9,2,2017,3,2017,6,2006,28,1,3917,3889
187777,0,40,30,149,149,1,13,27,1,9,11,2015,12,2015,3,2005,30,1,3919,3889
161324,0,38,30,149,149,0,6,31,1,9,2,2016,3,2016,6,2010,30,0,2110,2080
189637,0,39,30,149,149,1,14,30,1,9,5,2015,7,2015,2,2006,49,1,3435,3386
254951,0,33,30,149,149,1,13,24,1,7,11,2015,12,2015,1,2013,31,1,1086,1055
345389,0,41,30,149,149,1,5,25,1,7,4,2016,5,2016,2,2014,31,1,850,819
83302,0,36,30,180,180,1,5,46,0,3,6,2016,7,2016,2,2015,29,1,518,489
25827,0,39,30,149,149,1,15,35,1,9,12,2015,1,2016,10,2005,33,1,3719,3686
98605,0,40,30,149,149,1,5,28,0,9,1,2017,2,2017,8,2011,33,1,2008,1975
220364,0,34,0,0,149,1,5,43,1,9,6,2015,7,2015,5,2007,31,1,2984,2953
227290,0,41,30,149,149,1,14,27,0,7,8,2016,9,2016,1,2015,31,1,608,577
155151,0,41,30,149,149,1,4,31,1,7,9,2015,10,2015,5,2013,30,1,882,852
337593,0,41,30,129,129,1,13,30,1,7,2,2017,3,2017,12,2010,29,1,2282,2253
86232,0,41,30,129,129,1,13,33,1,7,3,2015,4,2015,12,2010,32,1,1582,1550
55053,0,40,30,149,149,1,8,30,0,9,1,2017,2,2017,7,2011,36,1,2045,2009
382251,0,41,30,129,129,1,13,36,1,7,7,2015,8,2015,4,2010,32,1,1944,1912
219980,0,41,30,149,149,1,6,36,0,7,2,2017,3,2017,12,2012,28,1,1526,1498
340606,0,40,30,149,149,1,22,27,0,3,9,2016,10,2016,1,2015,29,1,631,602
8855,0,41,30,99,99,1,13,30,0,7,4,2016,5,2016,8,2010,30,1,2109,2079
16197,0,39,30,149,149,1,15,28,1,9,11,2016,1,2017,12,2010,34,1,2209,2175
170004,0,41,30,149,149,1,15,28,1,7,11,2015,12,2015,1,2014,31,1,699,668
337282,0,37,30,149,149,1,13,42,0,3,9,2015,10,2015,5,2012,29,1,1224,1195
302505,0,34,30,149,149,1,15,31,1,9,10,2016,11,2016,11,2007,30,1,3315,3285
387838,0,41,30,149,149,1,1,37,0,7,12,2015,1,2016,7,2012,32,1,1279,1247
202672,0,34,30,149,149,1,6,31,0,9,11,2015,12,2015,3,2005,31,1,3930,3899
264282,0,41,30,99,99,1,5,38,0,7,2,2017,2,2017,1,2016,0,0,402,402
60148,0,40,30,149,149,1,15,26,0,3,6,2016,7,2016,7,2012,36,1,1460,1424
209999,0,41,30,99,99,1,1,0,1,7,8,2015,9,2015,8,2015,30,1,30,0
208843,0,37,30,149,149,1,21,28,1,9,12,2015,1,2016,3,2015,30,1,287,257
171297,0,41,30,129,129,1,5,39,1,9,3,2016,4,2016,4,2015,31,1,379,348
344492,0,39,30,149,149,1,4,32,0,9,6,2015,8,2015,3,2010,37,1,1964,1927
332893,0,39,30,149,149,1,5,29,1,3,11,2015,12,2015,9,2013,34,1,808,774
380893,0,41,30,149,149,1,15,37,0,7,3,2015,4,2015,11,2014,31,1,151,120
349505,0,39,30,149,149,1,4,31,0,3,1,2017,3,2017,12,2013,55,1,1194,1139
47641,0,14,30,149,149,1,13,36,1,9,12,2015,1,2016,5,2009,31,1,2440,2409
109457,0,37,30,149,149,1,12,20,0,9,2,2017,3,2017,3,2011,31,1,2201,2170
97338,0,40,30,149,149,1,13,44,0,9,10,2016,10,2016,7,2011,30,1,1942,1912
304778,0,41,30,149,149,1,13,26,1,7,5,2015,6,2015,8,2011,32,1,1400,1368
373778,0,40,30,149,149,1,4,28,1,3,9,2015,10,2015,11,2013,30,1,684,654
347406,0,39,30,149,149,1,21,34,1,3,5,2015,7,2015,1,2013,38,1,917,879
210308,0,33,0,0,149,1,13,27,1,9,6,2015,7,2015,8,2009,31,1,2160,2129
352489,0,31,30,149,149,1,5,49,0,9,6,2016,7,2016,10,2008,31,1,2833,2802
330706,0,39,30,149,149,1,22,20,0,3,7,2016,9,2016,2,2013,54,1,1317,1263
80952,0,39,31,149,149,1,15,27,1,9,1,2015,3,2015,1,2015,47,1,60,13
229972,0,28,30,150,150,0,9,37,1,9,2,2017,3,2017,1,2015,30,0,799,769
339729,0,41,30,99,99,1,13,36,1,7,9,2015,10,2015,4,2011,31,1,1626,1595
309520,0,39,30,149,149,1,13,25,0,3,7,2016,9,2016,5,2012,57,1,1580,1523
231525,0,39,30,149,149,1,18,29,1,3,9,2015,11,2015,7,2012,59,1,1225,1166
329334,0,40,30,149,149,1,22,31,1,9,4,2016,5,2016,9,2004,29,1,4263,4234
153242,0,36,30,150,150,0,22,25,0,9,9,2015,10,2015,8,2009,30,0,2241,2211
133162,1,38,30,149,149,0,15,35,1,9,11,2016,12,2016,12,2012,30,0,1448,1418
71713,1,40,30,149,149,1,12,24,0,9,11,2015,12,2015,9,2006,29,1,3379,3350
212234,1,40,30,149,149,1,14,39,0,9,8,2016,9,2016,9,2013,30,1,1097,1067
253701,1,40,30,149,149,1,13,36,0,9,10,2016,11,2016,5,2013,33,1,1286,1253
102552,1,41,30,99,99,1,4,46,0,7,1,2017,1,2017,5,2012,0,0,1709,1709
362115,1,38,195,894,894,0,15,23,1,9,8,2016,2,2017,8,2011,195,0,2013,1818
291237,1,35,7,0,0,0,15,14,0,9,7,2015,8,2015,7,2015,40,0,45,5
100885,1,40,30,149,149,1,22,35,0,9,7,2016,8,2016,5,2006,30,1,3740,3710
23846,1,40,30,149,149,1,9,30,1,3,7,2015,8,2015,9,2014,30,1,341,311
160887,1,40,30,149,149,1,6,27,1,3,4,2016,5,2016,10,2015,29,1,227,198
329760,1,36,30,180,180,0,14,22,0,9,11,2016,12,2016,6,2010,30,0,2356,2326
96599,1,39,30,149,149,1,4,25,1,3,2,2017,3,2017,1,2015,34,0,794,760
82529,1,41,30,149,149,1,5,42,1,7,6,2016,7,2016,1,2012,31,1,1638,1607
8905,1,41,30,149,149,1,5,23,0,7,10,2015,11,2015,10,2014,31,1,402,371
297245,1,41,30,149,149,1,13,43,1,7,10,2015,11,2016,3,2011,410,1,2096,1686
305530,1,39,30,149,149,1,22,25,0,3,7,2015,10,2015,1,2013,70,1,986,916
150800,1,40,30,149,149,1,13,40,1,9,2,2016,4,2016,12,2011,61,1,1588,1527
8104,1,40,30,149,149,1,5,26,0,3,12,2015,1,2016,6,2015,30,1,198,168
172831,1,35,7,0,0,0,6,17,1,9,8,2015,9,2015,6,2007,40,0,3019,2979
121489,1,40,30,149,149,1,8,24,0,9,9,2015,10,2015,2,2015,30,1,242,212
371805,1,41,30,149,149,1,13,20,1,7,5,2016,6,2016,12,2015,31,1,182,151
130732,1,40,30,149,149,1,13,28,1,3,10,2015,10,2015,1,2015,6,0,277,271
51126,1,40,30,149,149,1,13,30,0,3,12,2016,1,2017,7,2012,32,1,1641,1609
171480,1,41,30,129,129,1,5,0,1,7,11,2016,12,2016,1,2011,31,1,2161,2130
16727,1,39,30,149,149,1,5,34,1,9,10,2016,12,2016,1,2007,43,1,3624,3581
257983,1,41,30,149,149,1,22,29,1,7,1,2017,1,2017,8,2011,1,0,1997,1996
59427,1,37,31,149,149,1,13,26,0,9,4,2015,5,2015,9,2010,29,1,1703,1674
311895,1,38,30,149,149,0,12,21,1,3,3,2015,4,2015,12,2014,30,0,143,113
351734,1,40,30,149,149,1,22,44,1,9,2,2016,3,2016,11,2011,30,1,1570,1540
62133,1,41,30,149,149,1,6,28,1,7,6,2015,12,2015,10,2014,212,1,454,242
271610,1,38,195,894,894,0,5,18,1,3,6,2016,12,2016,9,2012,195,0,1547,1352
1248,1,38,30,149,149,0,5,36,1,3,12,2015,1,2016,11,2014,30,0,429,399
370551,1,41,30,149,149,1,13,0,0,7,6,2015,9,2016,1,2013,456,1,1336,880
352362,1,38,30,149,149,0,22,20,0,9,12,2016,1,2017,8,2015,30,0,535,505
132829,1,36,30,180,180,0,13,34,1,9,8,2016,9,2016,4,2010,30,0,2331,2301
97570,1,41,30,99,99,1,22,27,0,7,1,2017,2,2017,2,2016,31,1,366,335
286742,1,32,395,1599,1599,0,13,44,1,9,12,2015,2,2017,11,2005,400,0,4101,3701
113084,1,38,30,149,149,0,21,23,0,3,6,2016,7,2016,11,2012,30,0,1346,1316
31894,1,38,30,149,149,0,4,35,0,9,8,2015,9,2015,7,2015,32,0,60,28
120804,1,39,30,149,149,1,15,33,1,3,12,2015,1,2016,8,2015,47,1,160,113
89717,1,41,30,99,99,1,17,30,1,7,9,2016,10,2016,12,2011,30,1,1764,1734
135073,1,39,30,149,149,1,13,23,0,9,7,2016,9,2016,10,2009,55,1,2542,2487
241540,1,33,30,149,149,1,15,30,0,9,12,2016,1,2017,8,2008,31,1,3086,3055
47857,1,39,30,149,149,1,5,26,0,9,8,2015,10,2015,5,2010,48,1,1987,1939
322830,1,38,30,149,149,0,3,19,1,9,5,2016,6,2016,6,2014,30,0,732,702
17533,1,41,30,149,149,1,13,39,0,7,12,2015,1,2017,12,2010,397,1,2225,1828
207650,1,38,30,149,149,0,13,32,1,9,4,2016,5,2016,4,2007,36,0,3306,3270
107463,1,37,30,149,149,1,13,33,1,9,5,2016,7,2016,3,2008,35,1,3034,2999
110906,1,28,30,150,150,0,4,19,1,3,12,2015,1,2016,3,2013,32,0,1057,1025
264123,1,39,30,149,149,1,22,29,1,9,8,2016,10,2016,3,2006,39,1,3871,3832
83070,1,40,30,149,149,1,15,43,1,7,10,2016,11,2016,11,2010,30,1,2182,2152
92878,1,40,30,149,149,1,13,30,0,3,3,2016,5,2016,3,2013,46,1,1139,1093
173872,1,38,30,149,149,0,13,29,1,9,9,2015,10,2015,3,2008,31,0,2778,2747
733,1,39,30,149,149,1,4,27,0,3,10,2016,11,2016,1,2015,31,0,648,617
371224,1,39,30,149,149,1,14,35,1,3,12,2016,2,2017,3,2012,58,1,1804,1746
253085,1,33,0,0,149,1,4,25,0,3,9,2015,10,2015,2,2014,31,1,631,600
298456,1,38,195,894,894,0,6,17,1,3,8,2015,2,2016,6,2012,198,0,1344,1146
372327,1,41,30,149,149,1,3,23,0,7,12,2015,1,2016,8,2014,31,1,517,486
386624,1,37,30,149,149,1,5,30,0,3,2,2016,3,2016,3,2014,35,1,738,703
357809,1,38,30,149,149,0,15,25,1,9,1,2015,1,2015,1,2010,30,0,1855,1825
1612,1,20,100,480,480,0,15,23,1,4,3,2016,6,2016,12,2015,100,0,173,73
343517,1,38,7,35,35,0,13,23,1,9,10,2016,12,2016,7,2014,54,0,879,825
358137,1,38,410,1788,1788,0,12,27,0,3,9,2015,10,2016,3,2012,410,0,1678,1268
10012,1,38,30,149,149,0,13,19,0,3,2,2017,3,2017,8,2014,31,0,952,921
166267,1,32,410,1788,1788,0,22,31,0,9,12,2015,2,2017,4,2014,410,0,1044,634
321683,1,36,30,180,180,0,13,22,1,3,5,2016,6,2016,9,2012,30,0,1367,1337
190720,1,41,30,149,149,1,4,23,0,7,3,2016,4,2016,5,2015,31,1,335,304
187337,1,38,120,477,477,0,5,20,1,3,10,2016,2,2017,6,2015,120,0,609,489
128799,1,38,30,149,149,0,15,32,0,3,5,2015,7,2015,1,2015,60,0,193,133
82449,1,40,30,149,149,1,6,26,1,9,1,2016,2,2016,8,2011,30,1,1655,1625
128697,1,38,30,149,149,0,3,23,0,3,10,2016,12,2016,8,2013,60,0,1206,1146
70689,1,39,30,149,149,1,18,30,0,9,5,2015,7,2015,11,2006,50,1,3168,3118
122329,1,33,30,149,149,1,18,25,0,9,6,2016,7,2016,5,2016,31,1,77,46
172983,1,41,30,149,149,1,15,34,1,7,6,2015,7,2015,4,2013,30,1,820,790
176996,1,38,30,149,149,0,4,22,1,9,2,2016,3,2016,2,2015,30,0,396,366
385261,1,41,30,99,99,1,4,28,1,7,9,2016,10,2016,10,2015,30,1,365,335
10490,1,39,30,149,149,1,22,24,0,9,9,2016,11,2016,1,2012,47,1,1766,1719
274389,1,40,30,149,149,1,13,39,1,9,9,2016,10,2016,1,2010,51,1,2465,2414
271153,1,38,7,0,0,0,13,22,1,9,7,2016,8,2016,12,2014,14,0,597,583
151444,1,38,30,149,149,0,22,20,1,3,9,2016,10,2016,8,2012,30,0,1514,1484
318751,1,36,30,150,150,0,4,27,1,9,11,2015,12,2015,7,2007,30,0,3091,3061
359215,1,41,30,149,149,1,8,27,1,7,10,2015,2,2017,9,2013,474,1,1230,756
68231,1,36,30,150,150,0,1,42,0,3,9,2015,11,2015,5,2015,60,0,178,118
117981,1,34,30,149,149,1,22,31,1,9,11,2016,12,2016,9,2005,31,1,4110,4079
30604,1,38,30,149,149,0,5,20,1,3,1,2017,2,2017,1,2015,30,0,763,733
265253,1,41,30,129,129,1,13,29,1,7,9,2015,12,2015,8,2012,97,1,1202,1105
43246,1,38,30,149,149,0,1,0,1,3,8,2016,9,2016,8,2015,32,0,413,381
3593,1,40,30,149,149,1,17,32,0,9,12,2015,1,2016,8,2015,30,1,158,128
218341,1,33,30,149,149,1,22,25,0,3,10,2016,11,2016,6,2016,30,1,181,151
342151,1,34,30,149,149,1,13,56,0,9,3,2016,4,2016,2,2006,30,1,3717,3687
141836,1,36,30,150,150,0,5,31,1,3,1,2016,2,2016,5,2015,30,0,267,237
188927,1,36,30,180,180,0,4,39,0,3,11,2016,12,2016,8,2015,30,0,493,463
252969,1,24,30,149,149,1,13,26,0,3,4,2015,4,2015,5,2013,-5,1,688,693
