msno,is_churn,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,city,bd,gender,registered_via,trans_month,trans_year,expire_month,expire_year,registration_month,registration_year,membership_duration,autorenew_._not_cancel,registration_duration,reg_mem_duration
167411,0,41,30,129,129,1,14,34,0,7,1,2016,2,2016,4,2011,32,1,1767,1735
33886,0,34,30,149,149,1,12,27,0,9,1,2016,2,2016,6,2007,29,1,3177,3148
128033,0,41,30,149,119,1,15,32,1,7,7,2015,8,2015,10,2014,31,1,303,272
99641,0,39,30,149,149,1,22,33,0,9,1,2016,3,2016,10,2004,57,1,4179,4122
238296,0,38,30,149,149,0,14,16,1,3,4,2016,5,2016,10,2015,30,0,228,198
300940,0,40,30,149,149,1,13,92,0,9,2,2017,2,2017,9,2008,1,0,3065,3064
280592,0,37,30,149,149,1,12,28,0,9,9,2015,10,2015,9,2013,29,1,757,728
316500,0,39,30,149,149,1,6,36,0,9,5,2015,7,2015,4,2006,40,1,3381,3341
14826,0,36,30,150,150,0,4,22,1,3,8,2015,9,2015,4,2015,36,0,159,123
339444,0,39,30,149,149,1,5,25,0,9,9,2016,11,2016,3,2005,35,1,4263,4228
19479,0,41,30,149,149,1,5,40,1,7,10,2016,11,2016,6,2011,33,1,1960,1927
110922,0,38,30,149,149,0,1,0,1,3,10,2015,11,2015,9,2014,30,0,438,408
4200,0,41,30,99,99,1,13,34,1,7,11,2016,12,2016,12,2015,30,1,347,317
276064,0,40,30,149,149,1,13,23,1,9,9,2016,10,2016,2,2010,29,1,2429,2400
66386,0,40,31,149,149,1,14,37,0,9,1,2015,2,2015,9,2006,41,1,3076,3035
189788,0,37,30,149,149,1,13,23,1,3,10,2016,11,2016,10,2012,30,1,1503,1473
381697,0,40,30,149,149,1,5,30,1,3,8,2016,9,2016,3,2015,30,1,532,502
172319,0,36,30,180,180,0,5,30,1,9,9,2016,10,2016,8,2009,30,0,2615,2585
38653,0,36,30,180,180,1,1,23,1,4,11,2016,12,2016,7,2016,29,1,147,118
58002,0,41,30,99,99,1,4,44,1,7,2,2017,3,2017,2,2016,28,1,393,365
240876,0,41,30,99,99,1,13,22,1,7,3,2016,4,2016,1,2016,31,1,90,59
267404,0,40,30,149,149,1,14,31,0,9,1,2017,2,2017,10,2005,31,1,4134,4103
78169,0,39,30,149,149,1,13,31,0,9,10,2016,12,2016,9,2007,39,1,3382,3343
310104,0,37,30,149,149,1,5,28,0,9,4,2016,6,2016,10,2009,49,1,2444,2395
312708,0,38,30,149,149,0,15,21,0,3,2,2015,3,2015,9,2013,30,0,563,533
3009,0,41,30,149,149,1,1,25,0,7,4,2016,5,2016,11,2014,30,1,529,499
225799,0,34,30,149,149,1,4,33,1,9,10,2016,11,2016,3,2007,30,1,3536,3506
370880,0,34,30,149,149,1,13,46,1,9,11,2015,12,2015,2,2005,31,1,3963,3932
96215,0,34,30,149,149,1,13,29,1,9,8,2016,10,2016,3,2006,31,1,3851,3820
191135,0,40,30,149,149,1,5,27,1,9,11,2015,12,2015,6,2007,29,1,3109,3080
122724,0,34,30,149,149,1,5,33,0,9,12,2016,1,2017,10,2004,31,1,4481,4450
263601,0,40,30,149,149,1,11,25,1,9,3,2016,4,2016,10,2011,30,1,1624,1594
67459,0,41,30,99,99,1,10,36,1,7,9,2016,10,2016,1,2016,30,1,273,243
249000,0,38,30,149,149,0,22,21,0,3,10,2015,11,2015,1,2015,30,0,295,265
289840,0,37,30,149,149,1,5,26,1,3,1,2017,2,2017,5,2016,33,1,279,246
180755,0,41,30,149,149,1,4,34,1,7,8,2016,8,2016,2,2016,0,0,196,196
29865,0,34,0,0,149,1,16,40,0,9,9,2015,10,2015,9,2005,31,1,3691,3660
107728,0,40,30,149,149,1,13,25,1,9,9,2015,10,2015,4,2008,29,1,2741,2712
370907,0,37,30,149,149,1,4,25,1,9,1,2016,2,2016,1,2009,30,1,2566,2536
71484,0,41,30,149,149,1,4,24,0,7,10,2016,11,2016,9,2015,31,1,426,395
289341,0,36,30,180,180,0,4,25,0,9,7,2016,8,2016,3,2011,32,0,1974,1942
82364,0,41,30,99,99,1,13,51,1,7,7,2016,8,2016,5,2016,31,1,92,61
74568,0,40,30,149,149,1,4,31,1,4,11,2016,12,2016,10,2015,32,1,420,388
206957,0,34,0,0,149,1,6,46,0,9,7,2015,8,2015,9,2007,31,1,2913,2882
286175,0,34,30,149,149,1,11,30,1,9,1,2017,2,2017,2,2007,28,1,3659,3631
88625,0,40,30,149,149,1,13,48,1,9,7,2015,8,2015,7,2012,32,1,1109,1077
249600,0,41,30,129,129,1,13,32,0,7,9,2015,10,2015,1,2012,31,1,1375,1344
131882,0,34,30,149,149,1,14,45,0,9,3,2016,4,2016,6,2012,30,1,1408,1378
204336,0,40,30,149,149,1,13,40,0,9,4,2016,5,2016,2,2011,29,1,1930,1901
216737,0,39,30,149,149,1,4,25,0,9,8,2015,10,2015,11,2005,34,1,3618,3584
256470,0,39,30,149,149,1,22,28,1,9,9,2015,11,2015,4,2011,59,1,1690,1631
283103,0,40,30,149,149,1,4,36,1,9,6,2016,6,2016,8,2007,-1,0,3236,3237
113964,0,41,30,149,149,1,4,18,0,7,5,2016,6,2016,11,2013,30,1,944,914
72772,0,41,30,149,149,1,13,31,0,7,11,2015,12,2015,2,2014,30,1,660,630
369206,0,41,30,149,119,1,4,26,1,7,2,2015,3,2015,6,2011,29,1,1347,1318
147401,0,37,30,149,149,1,13,27,0,9,3,2016,4,2016,11,2011,30,1,1615,1585
343277,0,40,30,149,149,1,22,30,0,9,6,2016,7,2016,5,2012,29,1,1504,1475
52564,0,36,30,180,180,1,13,25,0,3,8,2016,9,2016,8,2016,30,1,35,5
233935,0,40,31,149,149,1,6,33,1,9,2,2015,3,2015,6,2008,29,1,2449,2420
314260,0,33,30,149,149,1,5,0,0,9,12,2015,1,2016,5,2005,31,1,3908,3877
146348,0,40,30,149,149,1,8,46,0,9,6,2015,7,2015,9,2013,32,1,654,622
218232,0,39,30,149,149,1,13,29,0,3,12,2016,2,2017,1,2012,54,1,1865,1811
37021,0,33,30,149,149,1,15,28,1,3,10,2016,11,2016,1,2014,30,1,1061,1031
89284,0,41,30,149,149,1,9,22,0,7,7,2016,8,2016,4,2013,31,1,1223,1192
301254,0,41,30,99,99,1,22,27,1,7,2,2016,3,2016,2,2011,29,1,1863,1834
91590,0,39,30,149,149,1,6,42,1,9,7,2015,9,2015,3,2004,45,1,4188,4143
101920,0,41,30,149,149,1,4,24,0,7,2,2015,3,2015,3,2014,28,1,364,336
22821,0,40,30,149,149,1,15,35,1,9,4,2016,5,2016,7,2010,30,1,2133,2103
111264,0,40,30,149,149,1,10,31,1,9,1,2017,2,2017,5,2015,36,1,658,622
103472,0,41,30,129,129,1,15,32,1,7,3,2015,4,2015,10,2010,32,1,1643,1611
292084,0,39,0,0,149,1,5,28,0,9,4,2015,6,2015,1,2014,45,1,518,473
277436,0,37,30,149,149,1,10,24,1,9,8,2016,9,2016,7,2009,35,1,2626,2591
327540,0,33,30,149,149,1,7,45,1,9,5,2016,6,2016,8,2007,30,1,3232,3202
159570,0,37,30,149,149,1,22,50,0,9,11,2015,12,2015,1,2014,35,1,700,665
156474,0,40,30,149,149,1,14,25,1,9,11,2016,12,2016,2,2007,29,1,3594,3565
293198,0,39,30,149,149,1,12,26,1,3,10,2016,12,2016,12,2013,31,1,1087,1056
32228,0,38,30,149,149,0,13,21,1,3,10,2016,12,2016,3,2015,60,0,649,589
219733,0,34,30,149,149,1,4,26,0,9,6,2016,7,2016,10,2007,31,1,3223,3192
109067,0,40,30,149,149,1,5,31,0,9,12,2016,1,2017,12,2004,30,1,4407,4377
163474,0,39,31,149,149,1,15,30,1,9,2,2015,3,2015,9,2007,35,0,2741,2706
264172,0,37,30,149,149,1,15,38,0,3,11,2016,12,2016,7,2013,29,1,1226,1197
213794,0,41,30,149,119,1,15,43,1,7,1,2015,2,2015,1,2011,32,1,1503,1471
84786,0,40,31,149,149,1,6,31,0,3,2,2015,3,2015,12,2012,27,1,808,781
116758,0,37,31,149,149,1,13,30,1,9,2,2015,3,2015,3,2007,29,1,2936,2907
134236,0,34,30,149,149,1,10,24,0,9,6,2016,7,2016,7,2010,31,1,2221,2190
23504,0,38,30,149,149,0,4,20,1,4,6,2016,7,2016,11,2015,30,0,255,225
164175,0,37,30,149,149,1,15,28,1,9,10,2015,11,2015,2,2014,31,1,638,607
305213,0,39,30,149,149,1,4,22,0,3,3,2016,4,2016,12,2015,30,1,106,76
271544,0,40,30,149,149,1,4,26,0,9,2,2017,3,2017,9,2008,28,1,3117,3089
198475,0,41,30,149,149,1,13,46,1,7,4,2015,5,2015,3,2012,31,1,1156,1125
353364,0,39,30,149,149,1,15,29,1,9,11,2016,1,2017,4,2009,43,1,2828,2785
332690,0,40,30,149,149,1,5,24,1,3,11,2015,12,2015,1,2013,29,1,1069,1040
132832,0,34,30,149,149,1,13,0,1,9,6,2016,7,2016,11,2004,31,1,4270,4239
351960,0,41,30,129,129,1,13,37,1,7,5,2016,6,2016,10,2010,32,1,2070,2038
247899,0,34,30,149,149,1,14,46,1,9,4,2016,5,2016,2,2005,31,1,4119,4088
172896,0,40,30,149,149,1,15,49,0,9,2,2016,3,2016,10,2009,28,1,2344,2316
376358,0,39,30,149,149,1,13,28,1,9,11,2016,1,2017,4,2013,40,1,1371,1331
310438,0,39,30,149,149,1,13,25,0,3,6,2015,8,2015,6,2012,53,1,1158,1105
244188,0,40,30,149,149,1,13,34,1,9,8,2016,9,2016,6,2016,30,1,91,61
177474,0,39,30,149,149,1,10,32,1,9,11,2016,1,2017,4,2006,49,1,3917,3868
274197,0,34,30,149,149,1,17,29,1,9,12,2015,1,2016,11,2007,31,1,2988,2957
187640,0,39,31,149,149,1,15,27,1,9,1,2015,3,2015,12,2010,35,1,1553,1518
250046,0,31,30,149,149,1,22,30,1,9,7,2016,8,2016,9,2010,31,1,2172,2141
110697,0,41,30,149,149,1,22,24,0,7,12,2016,1,2017,6,2012,32,1,1691,1659
82592,0,41,30,129,129,1,13,40,1,7,10,2015,11,2015,9,2010,32,1,1887,1855
266926,0,41,30,149,149,1,18,22,0,7,1,2016,2,2016,6,2013,31,1,964,933
197109,0,40,30,149,149,1,17,28,0,9,7,2016,8,2016,12,2010,30,1,2075,2045
288522,0,34,0,0,149,1,5,30,0,9,6,2015,7,2015,10,2008,31,1,2481,2450
377004,0,41,30,149,119,1,5,17,0,7,6,2015,7,2015,2,2012,31,1,1255,1224
259747,0,34,30,149,149,1,13,25,1,9,12,2016,1,2017,7,2010,31,1,2403,2372
249656,0,39,31,149,149,1,11,26,1,9,3,2015,5,2015,10,2012,56,1,943,887
203314,0,33,0,0,149,1,7,37,0,9,7,2015,8,2015,6,2011,31,1,1542,1511
310519,0,41,30,149,149,1,5,31,1,7,7,2015,8,2015,12,2011,33,1,1334,1301
239963,0,33,30,149,149,1,13,44,1,9,7,2016,9,2016,11,2011,43,1,1774,1731
151909,0,39,30,149,149,1,13,35,1,9,12,2016,2,2017,10,2010,37,1,2308,2271
79806,0,40,30,149,149,1,4,24,1,3,6,2016,7,2016,6,2012,29,1,1487,1458
17052,0,40,30,149,149,1,5,32,0,3,9,2015,10,2015,1,2014,29,1,619,590
282131,0,39,31,149,149,1,5,34,1,9,1,2015,3,2015,4,2008,37,1,2526,2489
238247,0,29,30,180,180,0,22,19,1,3,1,2017,2,2017,8,2015,30,0,546,516
5402,0,41,30,99,99,1,6,23,1,7,2,2017,3,2017,8,2015,28,1,567,539
175151,0,39,31,149,149,1,13,26,0,9,1,2015,3,2015,7,2007,50,1,2797,2747
125138,0,40,30,149,149,1,13,31,0,9,6,2016,7,2016,8,2013,32,1,1069,1037
146278,0,40,0,0,149,1,6,38,1,9,5,2015,6,2015,2,2007,55,1,3054,2999
215884,0,41,30,149,149,1,15,29,1,7,1,2015,2,2015,5,2012,32,1,1006,974
36141,0,41,30,99,99,1,12,25,0,7,12,2015,1,2016,11,2015,31,1,60,29
302360,0,39,30,149,149,1,5,41,0,9,12,2016,2,2017,6,2011,53,1,2078,2025
149386,0,41,30,129,129,1,14,32,0,7,5,2015,8,2015,9,2010,91,1,1793,1702
268651,0,39,30,149,149,1,15,28,0,9,7,2016,9,2016,7,2012,39,1,1524,1485
216429,0,39,31,149,149,1,15,26,0,9,1,2015,3,2015,5,2014,30,1,296,266
352314,0,37,30,149,149,1,6,29,1,9,1,2017,2,2017,5,2011,31,1,2105,2074
18486,0,36,30,180,180,1,1,30,0,4,10,2016,11,2016,2,2016,30,1,287,257
65221,0,40,30,149,149,1,5,48,0,3,1,2017,2,2017,12,2012,30,1,1531,1501
14256,0,41,30,99,99,1,13,37,1,7,1,2017,2,2017,7,2015,31,1,581,550
216260,0,40,30,149,149,1,22,38,1,9,7,2016,8,2016,6,2008,30,1,2996,2966
310554,0,40,30,149,149,1,4,50,0,9,7,2015,8,2015,3,2007,31,1,3074,3043
14589,0,39,30,149,149,1,13,21,0,3,12,2016,2,2017,9,2013,38,1,1229,1191
253715,0,41,30,149,149,1,13,32,1,7,12,2016,1,2017,1,2012,33,1,1826,1793
43125,0,37,30,149,149,1,4,33,0,9,2,2016,3,2016,9,2005,29,1,3852,3823
255220,0,34,0,0,149,1,15,33,0,9,8,2015,9,2015,2,2007,30,1,3153,3123
371409,0,41,30,129,129,1,13,23,1,7,12,2016,1,2017,7,2011,32,1,2015,1983
60851,0,37,30,149,149,1,5,25,1,9,11,2016,12,2016,7,2007,29,1,3413,3384
208301,0,41,30,149,149,1,18,27,1,7,1,2015,2,2015,2,2013,31,1,729,698
325058,0,39,30,149,149,1,14,22,1,3,7,2016,9,2016,7,2012,36,1,1526,1490
348202,0,31,0,0,149,1,6,29,0,9,9,2015,10,2015,7,2007,31,1,3023,2992
54957,0,40,30,149,149,1,13,43,1,3,12,2015,1,2016,9,2015,30,1,132,102
190190,0,33,30,149,149,1,14,42,0,9,10,2016,11,2016,11,2011,30,1,1832,1802
113763,0,41,30,129,129,1,15,25,0,7,1,2016,2,2017,6,2013,404,0,1354,950
150983,0,40,30,149,149,1,5,24,1,3,12,2016,1,2017,8,2014,36,1,866,830
369093,0,33,30,149,149,1,15,23,0,9,2,2017,3,2017,6,2012,31,1,1743,1712
33018,0,29,30,180,180,1,15,21,0,4,1,2017,2,2017,3,2016,31,1,330,299
203804,0,41,30,149,149,1,5,21,1,7,1,2015,2,2015,11,2010,32,1,1553,1521
100557,0,41,30,99,99,1,22,26,1,7,8,2016,9,2016,8,2016,30,1,30,0
220258,0,33,30,149,149,1,5,28,0,9,3,2016,5,2016,6,2008,32,1,2883,2851
308192,0,31,30,149,149,1,9,34,1,9,8,2016,9,2016,2,2012,30,1,1692,1662
136243,0,39,31,149,149,1,13,0,1,9,2,2015,4,2015,9,2005,45,1,3487,3442
5976,0,39,30,149,149,1,5,32,0,3,11,2015,11,2015,4,2013,29,1,947,918
363760,0,33,30,149,149,1,13,25,0,9,1,2016,2,2016,3,2007,29,1,3257,3228
14214,0,40,30,149,149,1,5,35,0,3,12,2015,1,2016,11,2012,30,1,1152,1122
390861,0,38,30,149,149,0,15,43,1,9,1,2015,3,2015,8,2013,60,0,599,539
187277,0,40,30,149,149,1,5,31,0,9,2,2016,3,2016,2,2008,28,1,2935,2907
88486,0,41,30,99,99,1,7,31,0,7,11,2016,12,2016,8,2016,30,1,122,92
76563,0,40,30,149,149,1,12,20,0,9,12,2016,1,2017,1,2007,31,1,3665,3634
16019,0,40,30,149,149,1,18,26,0,9,1,2017,2,2017,4,2009,31,1,2866,2835
109510,0,18,30,149,149,1,6,46,0,7,11,2015,12,2015,10,2013,30,1,805,775
350910,0,40,30,149,149,1,15,25,0,9,1,2017,2,2017,2,2010,30,1,2547,2517
209805,0,34,30,149,149,1,22,34,1,9,1,2016,2,2016,10,2005,29,1,3794,3765
36468,0,34,0,0,149,1,14,27,0,9,6,2015,7,2015,1,2007,31,1,3122,3091
216317,0,37,0,0,149,1,5,38,0,9,5,2015,6,2015,12,2007,31,1,2724,2693
64233,0,31,30,149,149,1,9,22,1,9,4,2016,5,2016,9,2013,31,1,978,947
247320,0,34,0,0,149,1,13,28,0,9,3,2015,4,2015,3,2005,30,1,3709,3679
102177,0,34,30,149,149,1,3,29,1,9,10,2016,11,2016,6,2005,30,1,4192,4162
213118,0,40,30,149,149,1,6,36,1,9,10,2015,11,2015,4,2010,30,1,2047,2017
313730,0,41,30,149,149,1,14,33,0,7,4,2015,10,2015,10,2010,182,1,1820,1638
49017,0,39,30,149,149,1,15,37,0,9,9,2016,11,2016,10,2007,52,1,3319,3267
170007,0,37,30,149,149,1,13,35,1,3,12,2016,1,2017,5,2013,30,1,1349,1319
130947,0,40,31,149,149,1,4,45,0,9,3,2015,5,2015,11,2006,50,1,3105,3055
6401,0,39,31,149,149,1,22,30,1,9,3,2015,5,2015,1,2008,44,1,2681,2637
360343,0,33,30,149,149,1,18,31,1,9,1,2016,2,2016,4,2013,29,1,1045,1016
95252,0,34,0,0,149,1,22,44,0,9,7,2015,8,2015,1,2008,31,1,2797,2766
26341,0,38,30,149,149,0,15,19,0,3,5,2016,6,2016,6,2013,31,0,1108,1077
294560,0,40,30,149,149,1,12,22,0,9,1,2016,2,2016,5,2011,30,1,1708,1678
93721,0,37,30,149,149,1,5,21,0,9,3,2016,4,2016,1,2008,30,1,3007,2977
376837,0,38,30,149,149,0,22,45,0,9,8,2016,9,2016,4,2006,30,0,3819,3789
166877,0,41,30,129,129,1,5,32,1,7,12,2016,1,2017,8,2013,30,1,1232,1202
178543,0,36,30,180,180,0,13,21,0,9,6,2016,7,2016,12,2009,30,0,2399,2369
344065,0,37,30,149,149,1,6,26,0,9,2,2017,3,2017,2,2009,27,1,2937,2910
270182,0,40,30,149,149,1,15,26,0,3,1,2016,2,2016,3,2012,30,1,1434,1404
223268,0,39,30,149,149,1,15,23,0,9,9,2016,11,2016,10,2011,37,1,1854,1817
82474,0,41,30,99,99,1,5,20,0,7,11,2015,11,2015,11,2015,1,0,1,0
217459,0,37,30,149,149,1,13,35,1,9,5,2016,6,2016,6,2007,30,1,3280,3250
68822,0,36,30,180,180,1,13,18,1,7,1,2017,2,2017,6,2014,30,1,961,931
178529,0,34,30,149,149,1,14,59,1,9,11,2015,12,2015,8,2006,31,1,3426,3395
89339,0,39,30,149,149,1,13,32,1,9,6,2015,8,2015,11,2009,53,1,2113,2060
114360,0,39,0,0,149,1,5,23,0,9,4,2015,6,2015,4,2009,49,1,2266,2217
139611,0,40,30,149,149,1,22,31,1,9,9,2016,10,2016,7,2008,30,1,3000,2970
64361,0,40,30,149,149,1,6,23,0,9,11,2015,11,2015,6,2014,-2,0,522,524
156999,0,39,30,149,149,1,14,29,0,9,1,2017,3,2017,10,2006,33,1,3799,3766
158137,0,39,30,149,149,1,22,28,1,9,8,2016,10,2016,2,2008,35,1,3164,3129
166512,0,33,30,149,149,1,4,31,1,9,7,2016,8,2016,5,2015,31,1,486,455
234746,0,27,30,149,149,1,22,30,0,9,9,2016,10,2016,8,2005,29,1,4078,4049
262157,0,38,30,149,149,0,13,32,1,9,6,2016,7,2016,10,2011,30,0,1744,1714
279629,0,41,30,149,149,1,14,27,1,7,8,2016,9,2016,4,2014,31,1,883,852
193795,0,40,30,149,149,1,22,26,1,9,12,2016,1,2017,3,2013,33,1,1413,1380
350818,0,31,30,149,149,1,3,38,1,3,3,2016,4,2016,11,2012,30,1,1260,1230
171132,0,39,30,149,149,1,6,22,1,9,10,2015,11,2015,8,2010,31,1,1916,1885
73115,0,38,30,149,149,0,15,13,1,4,9,2016,10,2016,7,2016,30,0,78,48
156904,0,34,30,149,149,1,4,31,1,9,12,2016,1,2017,3,2007,31,1,3624,3593
23894,0,41,30,149,149,1,5,35,0,7,10,2016,11,2016,7,2013,31,1,1218,1187
117144,0,40,30,149,149,1,11,37,0,9,8,2015,9,2015,4,2014,30,1,520,490
151828,0,33,0,0,149,1,5,40,0,9,6,2015,7,2015,4,2007,31,1,3032,3001
356139,0,36,30,180,180,1,5,31,1,9,6,2016,7,2016,4,2011,29,1,1918,1889
198422,0,41,30,149,149,1,1,0,1,7,2,2015,3,2015,4,2014,31,1,336,305
284722,0,34,30,149,149,1,11,26,1,9,6,2016,7,2016,5,2007,31,1,3366,3335
31335,0,40,30,149,149,1,14,38,1,9,2,2017,3,2017,1,2009,27,1,2994,2967
184363,0,40,30,149,149,1,13,48,1,3,9,2016,10,2016,5,2015,30,1,506,476
362032,0,37,30,149,149,1,13,23,0,4,6,2016,7,2016,2,2016,29,1,159,130
64917,0,41,30,149,149,1,20,22,0,7,10,2016,11,2016,11,2015,31,1,365,334
226649,0,39,30,149,149,1,6,30,0,3,12,2015,1,2016,8,2012,48,1,1255,1207
33986,0,41,30,149,149,1,4,28,1,7,1,2017,2,2017,7,2015,28,1,608,580
260718,0,37,30,149,149,1,22,24,0,9,10,2016,11,2016,8,2013,30,1,1187,1157
222379,0,34,30,149,149,1,15,54,1,9,5,2016,6,2016,4,2008,30,1,3009,2979
45302,0,37,30,149,149,1,13,22,0,9,10,2016,11,2016,10,2010,30,1,2222,2192
228322,0,39,30,149,149,1,13,24,1,3,6,2015,8,2015,12,2014,40,1,226,186
265100,0,37,31,149,149,1,4,26,0,3,4,2015,5,2015,2,2012,29,1,1185,1156
268137,0,40,0,0,149,1,5,28,0,9,5,2015,6,2015,11,2011,30,1,1285,1255
348891,0,40,30,149,149,1,14,28,0,9,10,2016,10,2016,7,2005,30,1,4139,4109
70212,0,34,30,149,149,1,16,58,1,9,2,2017,3,2017,12,2004,31,1,4478,4447
130132,0,37,31,149,149,1,5,27,0,9,1,2015,2,2015,11,2011,31,1,1188,1157
300462,0,34,0,0,149,1,22,31,0,9,9,2015,10,2015,10,2004,31,1,4032,4001
28022,0,33,0,0,149,1,13,42,0,9,10,2015,11,2015,6,2012,30,1,1254,1224
150248,0,40,30,149,149,1,13,30,1,9,9,2015,10,2015,5,2012,36,1,1236,1200
238512,0,37,30,149,149,1,13,30,1,3,7,2015,8,2015,6,2013,30,1,798,768
387780,0,38,30,149,149,0,5,21,1,3,10,2016,11,2016,4,2014,32,0,930,898
218279,0,41,30,149,119,1,1,0,0,7,8,2015,9,2015,10,2014,31,1,334,303
119250,0,40,30,149,149,1,13,43,0,9,1,2016,2,2016,4,2009,30,1,2482,2452
180309,0,31,30,149,149,1,14,63,0,9,1,2016,2,2016,7,2011,29,1,1674,1645
330555,0,38,30,149,149,0,15,19,1,9,6,2015,7,2015,5,2013,30,0,787,757
293988,0,37,30,149,149,1,4,34,0,9,7,2016,8,2016,2,2006,30,1,3822,3792
264847,0,41,30,99,99,1,15,29,0,7,4,2016,5,2016,9,2015,30,1,242,212
164322,0,41,30,149,149,1,14,24,0,7,5,2016,6,2016,5,2011,32,1,1858,1826
248050,0,19,0,0,149,1,4,0,0,9,9,2015,10,2015,10,2005,31,1,3676,3645
284874,0,37,31,149,149,1,5,29,1,3,2,2015,3,2015,7,2012,35,1,981,946
211122,0,34,30,149,149,1,7,42,0,9,7,2016,8,2016,2,2010,31,1,2398,2367
175578,0,39,30,149,149,1,6,28,1,9,7,2016,9,2016,7,2005,43,1,4076,4033
195758,0,39,0,0,149,1,11,26,0,9,4,2015,6,2015,1,2014,56,1,536,480
317969,0,39,31,149,149,1,4,38,1,9,1,2015,3,2015,9,2007,42,1,2723,2681
6052,0,37,30,149,149,1,4,25,0,3,7,2016,8,2016,7,2012,30,1,1488,1458
314016,0,34,30,149,149,1,15,23,1,9,4,2016,5,2016,5,2009,31,1,2577,2546
121440,0,40,0,0,149,1,13,28,0,9,5,2015,6,2015,5,2007,30,1,2939,2909
98224,0,41,30,149,149,1,6,25,1,7,9,2015,10,2015,12,2011,31,1,1386,1355
