msno,is_churn,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,city,bd,gender,registered_via,trans_month,trans_year,expire_month,expire_year,registration_month,registration_year,membership_duration,autorenew_._not_cancel,registration_duration,reg_mem_duration
306147,0,39,30,149,149,1,15,39,0,3,11,2016,1,2017,4,2015,32,1,613,581
158989,0,41,30,149,149,1,5,52,0,7,6,2016,7,2016,12,2012,30,1,1307,1277
389684,0,31,30,149,149,1,22,25,0,3,6,2016,7,2016,1,2014,31,1,922,891
154615,0,34,30,149,149,1,14,39,0,9,2,2017,3,2017,4,2007,31,1,3643,3612
292430,0,36,30,150,150,0,15,23,1,9,10,2015,11,2015,12,2014,30,0,310,280
370543,0,39,30,149,149,1,15,29,0,9,6,2015,8,2015,11,2006,40,1,3177,3137
334759,0,40,31,149,149,1,9,45,0,9,1,2015,2,2015,7,2008,30,1,2405,2375
102841,0,41,30,99,99,1,15,24,1,7,11,2016,12,2016,2,2016,30,1,303,273
86618,0,37,30,149,149,1,4,27,0,9,4,2016,5,2016,5,2006,30,1,3651,3621
67440,0,37,30,149,149,1,15,28,1,9,2,2017,3,2017,11,2011,27,1,1935,1908
85913,0,34,30,149,149,1,13,25,0,9,6,2016,7,2016,6,2007,31,1,3328,3297
42725,0,37,30,149,149,1,13,22,0,9,11,2016,12,2016,8,2011,33,1,1953,1920
195927,0,39,30,149,149,1,6,29,1,9,8,2016,10,2016,10,2011,38,1,1826,1788
338774,0,38,30,149,149,0,13,18,1,9,11,2016,12,2016,11,2015,30,0,374,344
179112,0,37,30,149,149,1,22,29,1,9,1,2017,2,2017,4,2009,30,1,2866,2836
134310,0,39,30,149,149,1,3,29,0,9,8,2015,10,2015,2,2007,51,1,3165,3114
248833,0,34,0,0,149,1,11,55,1,9,10,2015,11,2015,3,2005,30,1,3904,3874
33426,0,40,30,149,149,1,13,27,0,9,9,2015,10,2015,4,2006,29,1,3476,3447
382860,0,30,30,129,129,1,4,42,1,4,1,2017,2,2017,9,2016,30,1,126,96
250724,0,38,30,149,149,0,15,18,0,3,12,2015,1,2016,7,2012,30,0,1298,1268
75397,0,40,30,149,149,1,14,30,1,3,6,2015,7,2015,1,2014,30,1,554,524
369752,0,41,30,99,99,1,13,15,1,7,12,2015,1,2016,9,2015,31,1,122,91
382703,0,39,30,149,149,1,9,21,1,9,1,2017,3,2017,2,2014,34,1,1124,1090
171179,0,40,30,149,149,1,6,41,1,9,5,2016,6,2016,9,2007,31,1,3201,3170
278740,0,37,31,149,149,1,15,32,0,9,1,2015,2,2015,5,2007,31,1,2848,2817
55853,0,39,30,149,149,1,4,30,1,9,7,2016,9,2016,10,2014,32,1,688,656
285412,0,38,30,149,149,0,15,21,1,3,2,2016,3,2016,12,2014,30,0,440,410
213828,0,41,30,149,119,1,13,36,1,7,5,2015,6,2015,7,2014,31,1,335,304
96216,0,37,30,149,149,1,13,35,0,3,8,2016,9,2016,1,2014,31,1,989,958
198381,0,41,30,149,149,1,9,27,1,7,6,2016,7,2016,11,2013,30,1,964,934
36293,0,36,30,180,180,1,15,28,1,4,11,2016,12,2016,10,2016,29,1,45,16
388596,0,32,0,0,894,0,5,34,1,9,5,2015,11,2015,3,2014,198,0,598,400
193001,0,37,30,149,149,1,13,36,0,9,1,2016,2,2016,9,2004,31,1,4182,4151
234531,0,39,30,149,149,1,5,27,0,9,9,2015,11,2015,12,2005,59,1,3622,3563
172454,0,38,30,149,149,0,4,22,0,3,2,2015,3,2015,9,2014,32,0,174,142
367004,0,41,30,99,99,1,10,54,0,7,12,2016,1,2017,7,2016,31,1,185,154
64917,0,41,30,149,149,1,20,22,0,7,1,2016,2,2016,11,2015,31,1,91,60
97794,0,40,31,149,149,1,13,32,1,3,2,2015,3,2015,3,2013,31,1,717,686
105750,0,41,30,149,119,1,5,0,0,7,6,2015,7,2015,3,2014,30,1,471,441
100194,0,34,30,149,149,1,5,34,1,9,11,2015,12,2015,2,2005,31,1,3966,3935
188207,0,40,31,149,149,1,14,30,1,3,3,2015,4,2015,11,2014,30,1,160,130
263611,0,40,30,149,149,1,4,36,0,9,10,2016,11,2016,7,2013,31,1,1219,1188
79234,0,33,30,149,149,1,22,28,1,9,1,2016,2,2016,12,2007,29,1,3010,2981
360128,0,40,30,149,149,1,6,28,0,9,7,2016,8,2016,11,2011,35,1,1751,1716
87658,0,34,30,149,149,1,15,27,0,9,7,2016,8,2016,1,2005,31,1,4248,4217
330854,0,36,30,150,150,0,6,24,0,3,3,2016,4,2016,11,2014,30,0,535,505
103161,0,39,30,149,149,1,9,31,1,3,1,2017,3,2017,7,2014,35,1,971,936
56432,0,14,0,0,149,1,14,57,1,9,10,2015,11,2015,4,2005,30,1,3879,3849
42304,0,39,0,0,149,1,21,30,1,9,4,2015,6,2015,9,2007,42,1,2814,2772
301098,0,29,30,180,180,0,6,31,1,3,11,2016,12,2016,8,2015,30,0,475,445
201796,0,39,31,149,149,1,4,23,0,3,3,2015,5,2015,8,2013,55,1,648,593
13383,0,40,30,149,149,1,4,54,1,3,11,2016,12,2016,12,2013,29,1,1080,1051
65012,0,37,30,149,149,1,13,52,0,9,6,2015,7,2015,2,2013,29,1,883,854
